id,technique,variation_num,original_text,augmented_text,words_replaced,replacement_ratio,is_taken,need_modify,modified_text,Unnamed: 7,id_taken,Unnamed: 10
9.52e+17,Smears,3,رغم الشيطنة والإيقافات، حملة #فاش_نستناو مستمرّة,رَغْمَيْنِ تحقير حبسات مسيرة مُفلس توقع دائمة,7,100.00%,1.0,1.0,حتى مع الشر والاعتقالات حملة فاش نستناو مستمرة,,,
9.52e+17,Smears,4,رغم الشيطنة والإيقافات، حملة #فاش_نستناو مستمرّة,رغم تنميط موانع حملة فشل ارتقب معتادة,5,71.40%,1.0,1.0,رغم التشويه والإيقافات حملة فاش نستناو مستمرة,,,
9.52e+17,Loaded Language,1,الشيطنة,التدليس,1,100.00%,1.0,0.0,الشر,,,
9.52e+17,Loaded Language,1,الشيطنة,التدليس,1,100.00%,1.0,0.0,التشويه,,,
9.52e+17,Loaded Language,1,الشيطنة,التدليس,1,100.00%,1.0,0.0,التدليس,,,
1.24e+18,Doubt,1,عين_اليمن من انتصر,عين نَجْد من ظَفِر,2,50.00%,1.0,0.0,عين نَجْد من ظَفِر,,,
1.24e+18,Doubt,2,عين_اليمن من انتصر,عين نَجْد من غلب,2,50.00%,1.0,0.0,عين نَجْد من غلب,,,
1.24e+18,Doubt,3,عين_اليمن من انتصر,عين نَعْماء من انتزع,2,50.00%,1.0,0.0,عين نَعْماء من انتزع,,,
1.24e+18,Doubt,4,عين_اليمن من انتصر,عين فَيروز من تغلب,2,50.00%,1.0,0.0,عين فَيروز من تغلب,,,
1.24e+18,Doubt,5,عين_اليمن من انتصر,عين نَعْماء من غلب,2,50.00%,1.0,0.0,عين نَعْماء من غلب,,,
1.24e+18,Doubt,6,عين_اليمن من انتصر,عين فَيروز من انتصر,1,25.00%,1.0,0.0,عين فَيروز من انتصر,,,
1.24e+18,Loaded Language,1,تقهقر,انحاز,1,100.00%,,1.0,تراجع,,,
1.24e+18,Loaded Language,2,تقهقر,تردّى,1,100.00%,,0.0,تردّى,,,
1.24e+18,Loaded Language,3,تقهقر,انصرف,1,100.00%,,0.0,انصرف,,,
1.24e+18,Loaded Language,4,تقهقر,انحسر,1,100.00%,,0.0,انحسر,,,
1.24e+18,Loaded Language,5,تقهقر,انخلع,1,100.00%,,0.0,انخلع,,,
1.24e+18,Loaded Language,6,تقهقر,انسحب,1,100.00%,,0.0,انسحب,,,
1.24e+18,Loaded Language,1,معركة كسر العظم,مشاجرة اهتراء عَظْم,3,100.00%,1.0,1.0,مشاجرة كسر العظام,,,
1.24e+18,Loaded Language,2,معركة كسر العظم,عراك انكسار هَيكَل,3,100.00%,1.0,1.0,عراك تفتيت العظم,,,
1.24e+18,Loaded Language,3,معركة كسر العظم,ملحمة انهدام عظم,2,66.70%,1.0,1.0,ملحمة كسر العظم,,,
1.24e+18,Loaded Language,4,معركة كسر العظم,معركة تفكك هَيكَل,2,66.70%,1.0,1.0,معركة تكسير العظم,,,
1.24e+18,Doubt,1,كسر العظم بصرواح؟,كسر قَوَام إِنْجَلِيَاح,2,66.70%,1.0,1.0,تفتيت العظم بدمشق,,,
1.24e+18,Doubt,2,كسر العظم بصرواح؟,كسر أَطْرَاف وَضُوحُح,2,66.70%,1.0,1.0,تكسير العظم بأسوان,,,
1.24e+18,Doubt,3,كسر العظم بصرواح؟,هزم إِهاب سُبْحَاح,3,100.00%,1.0,1.0,كسر العظام ببيروت,,,
1.24e+18,Doubt,4,كسر العظم بصرواح؟,فَتَك أَطْرَاف مُبَيِّنُح,3,100.00%,1.0,1.0,كسر العظم ببغداد,,,
1.38e+18,Loaded Language,1,بانتصار ثمين,بانتصار كريم,1,50.00%,,0.0,بانتصار كريم,,,
1.38e+18,Loaded Language,2,بانتصار ثمين,تَيَقُّظاً نفيس,2,100.00%,,1.0,بفوز نفيس,,,
1.38e+18,Loaded Language,3,بانتصار ثمين,بانتصار غالي,1,50.00%,,0.0,بانتصار غالي,,,
1.38e+18,Loaded Language,4,بانتصار ثمين,فوزاً فاخر,2,100.00%,,1.0,بفوز فاخر,,,
1.38e+18,Loaded Language,5,بانتصار ثمين,غلبةً ثمين,1,50.00%,,1.0,بغلبةً ثمينة,,,
1.38e+18,Loaded Language,6,بانتصار ثمين,سُلْطَةً كريم,2,100.00%,,1.0,بغلبة كبيرة,,,
1.4e+18,Slogans,1,إدفنوا شهداءَكم..... إنهضوا وتَيقّظوا,أَخْفَوْا مَصْرَعُوْن تحركوا أدركوا,4,100.00%,1.0,1.0,واروا الثرى لشهداءكم قوموا وانتبهوا,,,
1.4e+18,Slogans,2,إدفنوا شهداءَكم..... إنهضوا وتَيقّظوا,دَفَنُوا جَزْرٌ إنهضوا وتيقظوا,2,50.00%,1.0,1.0,ادفنوا شهداءكم قوموا وتيقظوا,,,
1.4e+18,Slogans,3,إدفنوا شهداءَكم..... إنهضوا وتَيقّظوا,دفنوا قَتْلى إنهضوا استعدّوا,3,75.00%,1.0,1.0,واروا موتاكم الشهداء إنهضوا وانتبهوا,,,
1.4e+18,Slogans,4,إدفنوا شهداءَكم..... إنهضوا وتَيقّظوا,وَارَوا جَزْرٌ انهضوا استيقظوا,4,100.00%,1.0,1.0,ادفنوا الشهداء قوموا وخذوا حذركم,,,
1.4e+18,Loaded Language,1,شهداءَكم,جَزْرَاكُمْ,1,100.00%,1.0,1.0,الشهداء,,,
1.4e+18,Loaded Language,1,شهداءَكم,جَزْرَاكُمْ,1,100.00%,1.0,1.0,لشهداءكم,,,
1.4e+18,Loaded Language,1,شهداءَكم,جَزْرَاكُمْ,1,100.00%,1.0,1.0,موتاكم الشهداء,,,
1.4e+18,Name calling/Labeling,4,شهداءَكم,خُلَّص,1,100.00%,1.0,1.0,الشهداء,,,
1.4e+18,Name calling/Labeling,4,شهداءَكم,خُلَّص,1,100.00%,1.0,1.0,لشهداءكم,,,
1.4e+18,Name calling/Labeling,4,شهداءَكم,خُلَّص,1,100.00%,1.0,1.0,موتاكم الشهداء,,,
1.36e+18,Name calling/Labeling,1,الفلاحين الصغار,الفدادين صغار,1,50.00%,,1.0,الفلاحين الفتيان,,,
1.36e+18,Name calling/Labeling,2,الفلاحين الصغار,الزراع أولاد,2,100.00%,,1.0,المزارعين الأولاد,,,
1.36e+18,Name calling/Labeling,3,الفلاحين الصغار,الفلاحين أولاد,1,50.00%,,1.0,الفلاحين الاأولاد,,,
1.36e+18,Name calling/Labeling,4,الفلاحين الصغار,الفلاحين ناشئة,1,50.00%,,1.0,الفلاحين الناشئة,,,
1.36e+18,Name calling/Labeling,5,الفلاحين الصغار,الفلاحين فتيان,1,50.00%,,1.0,الفلاحين الفتيان,,,
1.36e+18,Name calling/Labeling,6,الفلاحين الصغار,البُسطاء صغار,1,50.00%,,1.0,البُسطاء الصغار,,,
1.36e+18,Loaded Language,1,إنتفاضة,هبّة,1,100.00%,,0.0,هبّة,,,
1.36e+18,Loaded Language,2,إنتفاضة,ثورة عارمة,1,50.00%,,0.0,ثورة عارمة,,,
1.36e+18,Loaded Language,3,إنتفاضة,تذمر,1,100.00%,,0.0,تذمر,,,
1.36e+18,Loaded Language,4,إنتفاضة,احتجاج,1,100.00%,,0.0,احتجاج,,,
1.36e+18,Loaded Language,5,إنتفاضة,غضب,1,100.00%,,0.0,غضب,,,
1.36e+18,Loaded Language,6,إنتفاضة,انتفاضة شعبية,1,50.00%,,0.0,انتفاضة شعبية,,,
1.39e+18,Loaded Language,1,انفــجــار,تفتت,1,100.00%,,0.0,تفتت,,,
1.39e+18,Loaded Language,2,انفــجــار,انفلات,1,100.00%,,0.0,انفلات,,,
1.39e+18,Loaded Language,3,انفــجــار,انفراج,1,100.00%,,1.0,انشطار,,,
1.39e+18,Loaded Language,4,انفــجــار,انبجاس,1,100.00%,,0.0,انبجاس,,,
1.39e+18,Loaded Language,1,مفـــخخـة,مُحَمَّلَة,1,100.00%,,0.0,مُحَمَّلَة,,,
1.39e+18,Loaded Language,2,مفـــخخـة,مُلغّمَة,1,100.00%,,0.0,مُلغّمَة,,,
1.39e+18,Loaded Language,3,مفـــخخـة,مُحَشَّاة,1,100.00%,,0.0,مُحَشَّاة,,,
1.39e+18,Loaded Language,4,مفـــخخـة,مُبَطَّنَة,1,100.00%,,0.0,مُبَطَّنَة,,,
1.39e+18,Name calling/Labeling,1,مستـــوطنات,أماكن استيطانية,1,50.00%,,0.0,أماكن استيطانية,,,
1.39e+18,Name calling/Labeling,2,مستـــوطنات,مساكن,1,100.00%,,1.0,مساكن استيطان,,,
1.39e+18,Name calling/Labeling,3,مستـــوطنات,مناطق سكن,1,50.00%,,1.0,مناطق سكن مستونين,,,
1.39e+18,Name calling/Labeling,4,مستـــوطنات,مواقع استيطانية,1,50.00%,,1.0,مواقع استيطانية,,,
1.39e+18,Name calling/Labeling,5,مستـــوطنات,مخيمات,1,100.00%,,0.0,مخيمات استيطانية,,,
1.4e+18,Doubt,1,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من سُلطويّون يَدَّعُون أن مال رئيس محسوس مقاطعات متحدة و يقتنونها يقظة اغتصاب تصويت,9,64.30%,1.0,1.0,53% من الحزب الجمهوري بامريكا مقتنعون أن ترمب الملك الحقيقي للولايات المتحدة.. و61% لديهم تصديق بسرقة التصويت الشعبي,,,
1.4e+18,Doubt,2,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من جمهوريين يَعْزِمون أن ثروة سيد محسوس دوائر مُتضافرة و لديهم يقين بسرقة تصويت,7,50.00%,1.0,1.0,53% من الجمهوريين يصدقون أن ترمب الرئيس الفعلي للولايات المتحدة.. و61% ليس لديهم شك بتغيير الاانتخابات,,,
1.4e+18,Doubt,3,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من مُحافِظون يَدَّعُون أن قرش رئيس حقيقي ولايات مُتآلفة و في حيازتهم اعتماد اختلاس عملية تصويتية,9,56.20%,1.0,1.0,53% من الجمهوريين يعترفون أن ترمب الرئيس الواقعي للولايات المتحدة.. و61% لديهم علم بنهب الاقتراع العام,,,
1.4e+18,Doubt,1,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من سُلطويّون يَدَّعُون أن مال رئيس محسوس مقاطعات متحدة و يقتنونها يقظة اغتصاب تصويت,9,64.30%,1.0,1.0,53% من الحزب الجمهوري بامريكا مقتنعون أن ترمب الرئيس الرسمي للولايات المتحدة.. و61% لديهم تصديق بنهب التصويت,,,
1.4e+18,Doubt,2,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من جمهوريين يَعْزِمون أن ثروة سيد محسوس دوائر مُتضافرة و لديهم يقين بسرقة تصويت,7,50.00%,1.0,1.0,53% من الجمهوريين يصدقون أن ترمب الرئيس الجوهري للولايات المتحدة.. و61% ليس لديهم شك بالاستيلاءً على الفرز,,,
1.4e+18,Doubt,3,53% من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة.. و61% لديهم يقين بسرقة الانتخابات,من مُحافِظون يَدَّعُون أن قرش رئيس حقيقي ولايات مُتآلفة و في حيازتهم اعتماد اختلاس عملية تصويتية,9,56.20%,1.0,1.0,53% من الجمهوريين يعترفون أن ترمب الرئيس الواقعي للولايات المتحدة.. و61% لديهم علم بسرقة الاستفتاء,,,
1.4e+18,Loaded Language,1,بسرقة الانتخابات,عُنفًا تصويت شعبي,2,66.70%,1.0,1.0,بسرقة التصويت الشعبي,,,
1.4e+18,Loaded Language,2,بسرقة الانتخابات,بسرقة انتخاب,1,50.00%,1.0,1.0,بتغيير الاانتخابات,,,
1.4e+18,Loaded Language,3,بسرقة الانتخابات,نهب اقتراع عام,2,66.70%,1.0,1.0,بنهب الاقتراع العام,,,
1.4e+18,Loaded Language,4,بسرقة الانتخابات,عُنفًا تصويت,2,100.00%,1.0,1.0,بنهب التصويت,,,
1.4e+18,Loaded Language,5,بسرقة الانتخابات,استيلاءً فرز,2,100.00%,1.0,1.0,بالاستيلاءً على الفرز,,,
1.4e+18,Loaded Language,6,بسرقة الانتخابات,بسرقة استفتاء,1,50.00%,1.0,1.0,بسرقة الاستفتاء,,,
1.4e+18,Name calling/Labeling,1,الرئيس الحقيقي,الملك حقيقي,1,50.00%,1.0,1.0,الملك الحقيقي,,,
1.4e+18,Name calling/Labeling,2,الرئيس الحقيقي,الرئيس واقعي,1,50.00%,1.0,1.0,الرئيس الواقعي,,,
1.4e+18,Name calling/Labeling,3,الرئيس الحقيقي,الرئيس أمين,1,50.00%,1.0,1.0,الرئيس الفعلي,,,
1.4e+18,Name calling/Labeling,4,الرئيس الحقيقي,الرئيس جوهري,1,50.00%,1.0,1.0,الرئيس الجوهري,,,
1.4e+18,Name calling/Labeling,5,الرئيس الحقيقي,المدير حقيقي,1,50.00%,1.0,1.0,المدير الحقيقي,,,
1.33e+18,Loaded Language,1,بعمق الأزمة,بعمق نَكْبَة,1,50.00%,,1.0,بعمق النَكْبَة,,,
1.33e+18,Loaded Language,2,بعمق الأزمة,أَسْرارًا عَوَائِق,2,100.00%,,1.0,بداخل العَوَائِق,,,
1.33e+18,Loaded Language,3,بعمق الأزمة,عُمْقًا مَأْزَق,2,100.00%,,1.0,بعمق المَأْزَق,,,
1.33e+18,Loaded Language,4,بعمق الأزمة,فَحْوَى كَرْب,2,100.00%,,1.0,بفَحْوَى الكَرْب,,,
1.33e+18,Loaded Language,5,بعمق الأزمة,أَسْرارًا أزمة,1,50.00%,,1.0,بسر الأزمة,,,
1.33e+18,Loaded Language,6,بعمق الأزمة,بُعْدًا ضِيقَة,2,100.00%,,1.0,بسر الأزمة,,,
1.39e+18,Loaded Language,1, الاعتداءات الوحشية,التعديات الْعَنَف,2,100.00%,1.0,1.0,التعديات الْعَنَيفة,,,
1.39e+18,Loaded Language,2, الاعتداءات الوحشية,الاعتداءات دَّهْمَاء,1,50.00%,1.0,1.0,الاعتداءات العنيفة,,,
1.39e+18,Loaded Language,3, الاعتداءات الوحشية,الاعتداءات توحش,1,50.00%,1.0,1.0,الهجمات العنيفة,,,
1.39e+18,Loaded Language,4, الاعتداءات الوحشية,الهجمات توحش,2,100.00%,1.0,1.0,الهجمات الوحشية,,,
1.39e+18,Loaded Language,1, الاعتداءات الوحشية,التعديات الْعَنَف,2,100.00%,1.0,1.0,الضربات القاسية,,,
1.39e+18,Loaded Language,2, الاعتداءات الوحشية,الاعتداءات دَّهْمَاء,1,50.00%,1.0,1.0,المداهمات الدموية,,,
1.39e+18,Loaded Language,3, الاعتداءات الوحشية,الاعتداءات توحش,1,50.00%,1.0,1.0,الاعتداءات القاسية,,,
1.39e+18,Appeal to fear/prejudice,1,الاعتداءات الوحشية لقوات الاحتلال في #المسجد_الأقصى هي تحد جديد للمجتمع الدولي,الضربات قساوة لقوات استيلاء في مسجد نهاية هي تحد جديد للمجتمع فوقَ وطني,5,38.50%,1.0,1.0,التعديات الْعَنَيفة لقوات الاستيلاء في المسجد الأقصى هي تحد جديد للمجتمع الدولي,,,
1.39e+18,Appeal to fear/prejudice,2,الاعتداءات الوحشية لقوات الاحتلال في #المسجد_الأقصى هي تحد جديد للمجتمع الدولي,المداهمات دموية حشود احتلال في مسجد بعيد هي إشكال مُتجدد للمجتمع عالمي,7,58.30%,1.0,1.0,الاعتداءات العنيفة للفرق العسكرية المسيطرة في المسجد الأقصى هي إشكال مُتجدد للمجتمع العالمي,,,
1.39e+18,Appeal to fear/prejudice,3,الاعتداءات الوحشية لقوات الاحتلال في #المسجد_الأقصى هي تحد جديد للمجتمع الدولي,الاعتداءات غريزية جيوش احتلال في مكان سجود نائي هي تحد مستحدث عامة دولي,6,46.20%,1.0,1.0,الهجمات العنيفة لعساكر الاحتلال في المسجد الأقصى هي تحد مستحدث للعالم,,,
