,Unnamed: 0,start,end,technique,text,full_text,id,start_new,end_new,augmented_text,augmented_full_text
80,80,36,76,Loaded Language,اتهامات إسرائيل للمحكمة الجنائية الدولية,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,1399878431119003653,35.0,75.0,اتهامات إسرائيل للمحكمة الجنائية الدولية,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
81,81,77,92,Name calling/Labeling,بمعاداة السامية,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,1399878431119003653,76.0,91.0,بمعاداة السامية,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
82,82,36,108,Smears,اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,1399878431119003653,35.0,107.0,اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
83,83,47,57,Loaded Language,الاغتيالات,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي,1351868804184367109,45.0,55.0,الاغتيالات,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي
84,84,31,44,Loaded Language,الدمار للبلاد,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي,1351868804184367109,29.0,42.0,الدمار للبلاد,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي
85,85,15,72,"Obfuscation, Intentional vagueness, Confusion",ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي,1351868804184367109,13.0,70.0,ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي
86,86,15,30,Name calling/Labeling,ميليشيا الحوثي,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية,1399032609221529607,15.0,29.0,ميليشيا الحوثي,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية
87,87,92,122,Appeal to fear/prejudice,الاستعداد لمواجهة كارثة محتملة,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية,1399032609221529607,88.0,118.0,الاستعداد لمواجهة كارثة محتملة,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية
88,88,110,115,Loaded Language,كارثة,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية,1399032609221529607,106.0,111.0,كارثة,مع استمرار رفض ميليشيا الحوثي لصيانته أو تفريغه وزير البيئة اليمني على دول البحر الأحمر الاستعداد لمواجهة كارثة محتملة لخزان النفط صافر العربية
89,89,16,42,Loaded Language,حول طفلا إلى أشلاء,ب برامليه فقط حول طفلا إلى أشلاء النظام يتحدث عن ضرر الحرب على الأطفال,1376217911711444993,14.0,32.0,حول طفلا إلى أشلاء,ب برامليه فقط حول طفلا إلى أشلاء النظام يتحدث عن ضرر الحرب على الأطفال
90,90,0,0,no technique,,سعد بن محمد الرميحي يكتب للشرق هي بحق عروس الفضاء,1393819025801625601,0.0,0.0,,سعد بن محمد الرميحي يكتب للشرق هي بحق عروس الفضاء
91,91,0,0,no technique,,عرض أنا برشا عندما تكفر الكتابة بالمحرمات,986636915851087872,0.0,0.0,,عرض أنا برشا عندما تكفر الكتابة بالمحرمات
92,92,81,91,Name calling/Labeling,صانع النصر,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة,1395748714795384837,61.0,71.0,صانع النصر,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة
93,93,93,106,Name calling/Labeling,عنوان البطولة,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة,1395748714795384837,73.0,86.0,عنوان البطولة,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة
94,94,64,75,Flag-waving,تحية لشعبنا,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة,1395748714795384837,44.0,55.0,تحية لشعبنا,عاجل المتحدث باسم فصائل المقاومة الفلسطينية تحية لشعبنا لأنه صانع النصر وعنوان البطولة
95,95,0,5,Loaded Language,تهديد,تهديد المدعي العام التمييزي و رئيس مجلس القضاء الأعلى بالإيذاء الجسدي بالتزامن مع حملة أطلقها التيار الوطني الحر على غسان عويدات,1397606995113435139,0.0,5.0,تهديد,تهديد المدعي العام التمييزي و رئيس مجلس القضاء الأعلى بالإيذاء الجسدي بالتزامن مع حملة أطلقها التيار الوطني الحر على غسان عويدات
96,96,10,22,Name calling/Labeling,شهيد الحقيقة,شاهد شهيد الحقيقة يوسف أبو حسين,1395049074148184066,5.0,17.0,شهيد الحقيقة,شاهد شهيد الحقيقة يوسف أبو حسين
97,97,10,22,Glittering generalities (Virtue),شهيد الحقيقة,شاهد شهيد الحقيقة يوسف أبو حسين,1395049074148184066,5.0,17.0,شهيد الحقيقة,شاهد شهيد الحقيقة يوسف أبو حسين
98,98,60,79,Name calling/Labeling,مدينة حيفا المحتلة,التحام من النهر إلى البحر جميع مقاهي جادة الكرمل في مدينة حيفا المحتلة تغلق أبوابها في يوم إضراب فلسطين رشاد العمري,1394538137527980033,52.0,70.0,مدينة حيفا المحتلة,التحام من النهر إلى البحر جميع مقاهي جادة الكرمل في مدينة حيفا المحتلة تغلق أبوابها في يوم إضراب فلسطين رشاد العمري
