,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
5,حماس تقول إنها لن تأخذ قرشا واحدا من أموال إعادة إعمار غزة,25,35,Exaggeration/Minimisation,قرشا واحدا,7305,23.0,33.0,واحد واحد في الدايم.,حماس تقول إنها لن تأخذ واحد واحد في الدايم. من أموال إعادة إعمار غزة
6,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,0,74,Exaggeration/Minimisation,خبير يعتبر اختبار الأسلحة الروسية الحديثة على أجساد السوريين خطوة طبيعية,7066,0.0,72.0,ويعتبر أحد الخبراء أن اختبار الأسلحة الروسية الحديثة على أجسام سورية خطوة طبيعية.,ويعتبر أحد الخبراء أن اختبار الأسلحة الروسية الحديثة على أجسام سورية خطوة طبيعية.
7,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,193,213,Exaggeration/Minimisation,فجر موجة الاعتقالات,7117,185.0,204.0,فجروا موجة الإيقاف.,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجروا موجة الإيقاف. الأخيرة
9,أدى مشاركة الملايين من الهنود في مهرجان ديني هندوسي دون اتباع قواعد السلامة إلى استفحال تفشي كوفيد في البلاد وارتفاع حاد في عدد حالات الإصابة والوفيات,82,89,Exaggeration/Minimisation,استفحال,7300,80.0,87.0,و-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو,أدى مشاركة الملايين من الهنود في مهرجان ديني هندوسي دون اتباع قواعد السلامة إلى و-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو-هوو تفشي كوفيد في البلاد وارتفاع حاد في عدد حالات الإصابة والوفيات
11,رغم الشيطنة والإيقافات حملة فاش نستناو مستمرة,0,22,Exaggeration/Minimisation,رغم الشيطنة والإيقافات,951906850160742402,0.0,22.0,على الرغم من الشيطان والتوقفات.,على الرغم من الشيطان والتوقفات. حملة فاش نستناو مستمرة
12,سمو الشيخ ناصر بن حمد عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,23,77,Exaggeration/Minimisation,عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,1371106916487823368,22.0,76.0,تصميم وتصميم الحراس الملكيين سيجلبهم إلى قمة (إيفريست),سمو الشيخ ناصر بن حمد تصميم وتصميم الحراس الملكيين سيجلبهم إلى قمة (إيفريست)
13,قال سيكون السودان الدولة الأولى في إنتاج الذهب لو مشينا صاح مدير الأبحاث الجيولوجية الخرطوم مليانة دهب تحت الأرض,92,120,Exaggeration/Minimisation,الخرطوم مليانة دهب تحت الأرض,1373569229497245698,84.0,112.0,والخرطوم مليء بالذهب تحت الأرض.,قال سيكون السودان الدولة الأولى في إنتاج الذهب لو مشينا صاح مدير الأبحاث الجيولوجية والخرطوم مليء بالذهب تحت الأرض.
14,شهود العيان الحقيقيين خرجوا لتوديع أبناء بلدتهم الآلاف من أهالي كرداسة يؤدون صلاة الجنازة على ضحايا الإعدامات رغم تشويه الاختيار,50,65,Exaggeration/Minimisation,الآلاف من أهالي,1389036991669432321,48.0,63.0,الآلاف من الناس.,شهود العيان الحقيقيين خرجوا لتوديع أبناء بلدتهم الآلاف من الناس. كرداسة يؤدون صلاة الجنازة على ضحايا الإعدامات رغم تشويه الاختيار
16,اليوم يعيش لبنان ومحور المقاولة كذبة اسمها يوم التحرير والمقاومة كذبة هدفها ترسيخ سيطرة حزب الله على لبنان وتعزيز نفوذ إيران الوجه الحقيقي لهذه الكذبة اسمها تنفيذ جيش الدفاع القرار الدولي رقم والذي نفذ بشكل أحادي الجانب لعدم احترام الأطراف الأخرى القرارات الدولية يتبع,112,122,Exaggeration/Minimisation,تعزيز نفوذ,7074,108.0,118.0,تعزيز النفوذ,اليوم يعيش لبنان ومحور المقاولة كذبة اسمها يوم التحرير والمقاومة كذبة هدفها ترسيخ سيطرة حزب الله على لبنان وتعزيز النفوذ إيران الوجه الحقيقي لهذه الكذبة اسمها تنفيذ جيش الدفاع القرار الدولي رقم والذي نفذ بشكل أحادي الجانب لعدم احترام الأطراف الأخرى القرارات الدولية يتبع
17,صورهم أبكت الملايين ظروف قاسية يعيشها أطفال مغاربة بمراكز الاحتجاز في سبتة الخاضعة لسيطرة إسبانيا,6,19,Exaggeration/Minimisation,أبكت الملايين,7090,6.0,19.0,بَكَيْتُ بَكَيْ الملايين.,صورهم بَكَيْتُ بَكَيْ الملايين. ظروف قاسية يعيشها أطفال مغاربة بمراكز الاحتجاز في سبتة الخاضعة لسيطرة إسبانيا
18,خاص مستقبل سيئ ينتظر البشرية الذكاء الاصطناعي في قفص الاتهام,8,32,Exaggeration/Minimisation,مستقبل سيئ ينتظر البشرية,7309,4.0,28.0,مستقبل سيء ينتظر البشرية,خاص مستقبل سيء ينتظر البشرية الذكاء الاصطناعي في قفص الاتهام
19,تقرير رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,27,34,Exaggeration/Minimisation,المكثفة,7279,24.0,31.0,مُنَمَيَزَة.,تقرير رغم حملات التطعيم مُنَمَيَزَة. لماذا ترتفع حالات كورونا في البحرين
21,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية,163,171,Exaggeration/Minimisation,الملايين,7039,159.0,167.0,بملايين الملايين.,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد بملايين الملايين. من العرب العربية
