,start,end,technique,text,full_text,id,start_new,end_new
134,159,171,Loaded Language,شرد الملايين,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية,7039,155.0,167.0
135,163,171,Exaggeration/Minimisation,الملايين,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية,7039,159.0,167.0
136,0,128,Smears,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,7040,0.0,120.0
137,46,54,Loaded Language,الانتصار,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,7040,41.0,49.0
138,59,64,Loaded Language,القصف,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,7040,54.0,59.0
139,59,75,Name calling/Labeling,القصف الإسرائيلي,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,7040,54.0,70.0
140,29,48,Name calling/Labeling,مستوطنين إسرائيليين,هدوء حذر في القدس إثر محاولة مستوطنين إسرائيليين اقتحام المسجد الأقصى,7041,29.0,48.0
141,49,62,Loaded Language,اقتحام المسجد,هدوء حذر في القدس إثر محاولة مستوطنين إسرائيليين اقتحام المسجد الأقصى,7041,49.0,62.0
142,0,0,no technique,,هالة صدقي تنشر صور إيمي ودنيا من جنازة سمير غانم تايهين من غير أمهم,7042,0.0,0.0
143,0,0,no technique,,محمد صلاح والحذاء الذهبي كيف أضاع مو لقب الهدافين في المعركة الأخيرة فيديو,7043,0.0,0.0
144,17,21,Loaded Language,تهدد,الفصائل في غزة تهدد بالرد على أي تصعيد,7044,15.0,19.0
145,17,40,Appeal to fear/prejudice,تهدد بالرد على أي تصعيد,الفصائل في غزة تهدد بالرد على أي تصعيد,7044,15.0,38.0
146,110,161,Smears,الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر,7045,102.0,152.0
147,148,153,Loaded Language,مأساة,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر,7045,140.0,145.0
148,164,187,Glittering generalities (Virtue),تحية لشعب قطر وأمير قطر,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر,7045,153.0,176.0
149,274,286,Slogans,فلسطين تنتصر,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر,7045,236.0,248.0
150,0,145,Appeal to authority,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,0.0,137.0
151,11,17,Exaggeration/Minimisation,خيانات,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,10.0,16.0
152,47,61,Name calling/Labeling,ميليشيا الحوثي,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,43.0,57.0
153,84,145,Smears,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,78.0,137.0
154,132,145,Name calling/Labeling,قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,124.0,137.0
155,136,145,Loaded Language,الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,128.0,137.0
156,154,165,Name calling/Labeling,دولةإرهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,146.0,157.0
157,158,165,Loaded Language,إرهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,7046,150.0,157.0
