,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
3,شركة أريس التركية المتخصصة في صناعة الزوارق البحرية تحقق نجاحا كبيرا باجتياز زورقها محلي الصنع المخصص لقوات خفر السواحل الاختبارات الأولى بنجاح استعدادا لحماية مياه الوطن الأزرق,59,72,Exaggeration/Minimisation,نجاحا كبيرا,7094,57.0,68.0,نجاحا كبيرا,شركة أريس التركية المتخصصة في صناعة الزوارق البحرية تحقق نجاحا كبيرا باجتياز زورقها محلي الصنع المخصص لقوات خفر السواحل الاختبارات الأولى بنجاح استعدادا لحماية مياه الوطن الأزرق
4,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين,92,99,Exaggeration/Minimisation,المحوري,7323,89.0,96.0,المحوري,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين
5,تصل لنصف مليون ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا,0,19,Exaggeration/Minimisation,تصل لنصف مليون ليرة,7067,0.0,19.0,تصل لنصف مليون ليرة,تصل لنصف مليون ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا
6,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,11,17,Exaggeration/Minimisation,خيانات,7046,10.0,16.0,خيانات,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن
8,بلينكن الأمر الأكثر إلحاحا هو تأمين المساعدات الإنسانية لغزة ثم إعادة الإعمار والبناء هناك الخليج أونلاين,14,27,Exaggeration/Minimisation,الأكثر إلحاحا,7276,13.0,26.0,الأكثر إلحاحا,بلينكن الأمر الأكثر إلحاحا هو تأمين المساعدات الإنسانية لغزة ثم إعادة الإعمار والبناء هناك الخليج أونلاين
9,صورهم أبكت الملايين ظروف قاسية يعيشها أطفال مغاربة بمراكز الاحتجاز في سبتة الخاضعة لسيطرة إسبانيا,6,19,Exaggeration/Minimisation,أبكت الملايين,7090,6.0,19.0,أبكت الملايين,صورهم أبكت الملايين ظروف قاسية يعيشها أطفال مغاربة بمراكز الاحتجاز في سبتة الخاضعة لسيطرة إسبانيا
11,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,9,17,Exaggeration/Minimisation,حدث خطير,7331,8.0,16.0,غُلام خطير,باكستان غُلام خطير في فلسطين يتطلب إرسال قوات
12,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو,24,50,Exaggeration/Minimisation,مصائب الهند لا تأتي فرادى,7062,21.0,46.0,مصائب الهند لا تأتي فرادى,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو
13,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,59,80,Exaggeration/Minimisation,استثمرت كل إمكانياتها,7117,53.0,74.0,استثمرت كل إمكانياتها,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة
14,حدث غير مسبوق في تاريخ السعودية روسيا والمملكة في طريقهما إلى إرسال بعثة فضائية مأهولة مشتركة,4,13,Exaggeration/Minimisation,غير مسبوق,7330,4.0,13.0,غير مسبوق,حدث غير مسبوق في تاريخ السعودية روسيا والمملكة في طريقهما إلى إرسال بعثة فضائية مأهولة مشتركة
15,أمير قطر نسعد في كل عام بتخريج نخبة من أبنائنا وبناتنا طلاب جامعة قطر ونحثهم على مواصلة بذل الجهد والعطاء للإسهام في تحقيق رؤية قطر الوطنية في بناء مستقبل مشرق لأجيال الحاضر والمستقبل,48,52,Exaggeration/Minimisation,نخبة,7275,31.0,35.0,نخبة,أمير قطر نسعد في كل عام بتخريج نخبة من أبنائنا وبناتنا طلاب جامعة قطر ونحثهم على مواصلة بذل الجهد والعطاء للإسهام في تحقيق رؤية قطر الوطنية في بناء مستقبل مشرق لأجيال الحاضر والمستقبل
18,وزير خارجية الأردن يحذر من تفجر الأمور مرة أخرى في حال تهجير إسرائيل سكان حي الشيخ جراح في القدس,28,48,Exaggeration/Minimisation,تفجر الأمور مرة أخرى,7110,27.0,47.0,تفجر الأمور مرة أخرى,وزير خارجية الأردن يحذر من تفجر الأمور مرة أخرى في حال تهجير إسرائيل سكان حي الشيخ جراح في القدس
20,تونس لص حنون يسرق هاتفا ويعيد الشريحة وبطاقة الذاكرة لصاحبته,8,15,Exaggeration/Minimisation,لص حنون,1396113781353238538,5.0,12.0,لص حنون,تونس لص حنون يسرق هاتفا ويعيد الشريحة وبطاقة الذاكرة لصاحبته
21,اليوم يعيش لبنان ومحور المقاولة كذبة اسمها يوم التحرير والمقاومة كذبة هدفها ترسيخ سيطرة حزب الله على لبنان وتعزيز نفوذ إيران الوجه الحقيقي لهذه الكذبة اسمها تنفيذ جيش الدفاع القرار الدولي رقم والذي نفذ بشكل أحادي الجانب لعدم احترام الأطراف الأخرى القرارات الدولية يتبع,112,122,Exaggeration/Minimisation,تعزيز نفوذ,7074,108.0,118.0,تعزيز نفوذ,اليوم يعيش لبنان ومحور المقاولة كذبة اسمها يوم التحرير والمقاومة كذبة هدفها ترسيخ سيطرة حزب الله على لبنان وتعزيز نفوذ إيران الوجه الحقيقي لهذه الكذبة اسمها تنفيذ جيش الدفاع القرار الدولي رقم والذي نفذ بشكل أحادي الجانب لعدم احترام الأطراف الأخرى القرارات الدولية يتبع
22,الناطق باسم كتائب القسام للصهاينة احشدوا ما شئتم فقد أعددنا لكم أصنافا من الموت ستجعلكم تلعنون أنفسكم,91,104,Exaggeration/Minimisation,تلعنون أنفسكم,1392790941770133507,88.0,101.0,تلعنون أنفسكم,الناطق باسم كتائب القسام للصهاينة احشدوا ما شئتم فقد أعددنا لكم أصنافا من الموت ستجعلكم تلعنون أنفسكم
24,وزارة الخارجية الأمريكية بلينكن بحث في اتصال مع وزير الخارجية السعودي جهود الحد من مخاطر اندلاع نزاع جديد في غزة الخليج أونلاين أمريكا السعودية,91,97,Exaggeration/Minimisation,اندلاع,7317,89.0,95.0,اندلاع,وزارة الخارجية الأمريكية بلينكن بحث في اتصال مع وزير الخارجية السعودي جهود الحد من مخاطر اندلاع نزاع جديد في غزة الخليج أونلاين أمريكا السعودية
